provider,product,country_iso3,signup_available,geo_restriction_notes,accepts_local_cards,accepts_local_payment_rails,rails_noted,requires_foreign_card,requires_vpn_reported,fx_or_billing_notes,evidence_type,tested_at,source_url,source_tier,captured_at,notes
Google,Gemini app + Gemini API / Google AI Studio + Google AI Pro (Google One),CIV,yes,"Available: listed in Google's Gemini web-app country list and in the Gemini API / Google AI Studio available-regions list, and the country appears in Google One's fully-supported list (the paid AI Pro route).",unclear,unclear,"No country-specific Google Play payment-methods page exists for this country (the co=GENIE.CountryCode parameter returns the generic default page); the generic page lists Amex/Discover/JCB/Mastercard/Visa for countries without a specific page, and no local rail is named for this market.",unclear,false,Google Play/Google One billing is in the account's Play country currency where supported; no per-country FX statement issues found.,provider_docs,,https://support.google.com/gemini/answer/13575153,tier1_provider_docs,2026-09-21T12:48:21Z,"Signup = provider docs (https://support.google.com/gemini/answer/13575153 ; https://ai.google.dev/gemini-api/docs/available-regions). Google Play payment methods: no country-specific page found (checked https://support.google.com/googleplay/answer/2651410?hl=en&co=GENIE.CountryCode%3DCI), so local-card acceptance is unclear rather than assumed. Google One availability list: https://support.google.com/googleone/answer/9080668"
xAI,Grok (grok.com + apps + in-X) and xAI API,NGA,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,KEN,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,ZAF,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,GHA,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,EGY,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,MAR,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,ETH,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,RWA,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,SEN,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
xAI,Grok (grok.com + apps + in-X) and xAI API,CIV,unclear,"No xAI page enumerating supported countries for Grok or the xAI API was found. The consumer Terms of Service bar only OFAC-sanctioned/embargoed countries, which do not include this market, but that is not a supported-country list, so signup availability is recorded as unclear.",unclear,unclear,No local rails documented. xAI/Grok billing help references managing a credit card in the grok.com billing portal only.,unclear,unclear,No country-specific billing or local-currency documentation found for Grok/xAI API.,provider_tos,,https://x.ai/legal/terms-of-service,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: consumer ToS (https://x.ai/legal/terms-of-service) - export-control clause only; Grok FAQ (https://docs.x.ai/grok/faq) - billing via credit card at grok.com/?_s=billing, no country/currency list; docs.x.ai llms.txt page inventory - no supported-countries page. All payment cells therefore unclear rather than assumed. xAI/Grok access blocks reported in press for Malaysia/Indonesia (Jan 2026) are outside this country set."
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",NGA,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",KEN,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",ZAF,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",GHA,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",EGY,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",MAR,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",ETH,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",RWA,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",SEN,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
Perplexity,"Perplexity (Free/Pro/Max, web + apps)",CIV,unclear,"No Perplexity page listing supported countries was found. The help centre documents country-specific payment rules (e.g. India: only Visa/Mastercard/AMEX cards accepted), which implies regional rules exist, but none is published for this market.",unclear,no,"No African local rail. Documented methods: credit/debit cards (Visa, Mastercard, AMEX), Cash App, Google Pay, Apple Pay and ACH transfer.",unclear,unclear,"Perplexity states web subscribers can choose to pay in their local currency instead of USD at checkout (future renewals keep that currency), but no list of supported local currencies/countries is published.",provider_docs,,https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers,tier1_provider_docs,2026-09-21T12:48:21Z,"Accepted methods and Stripe checkout: https://www.perplexity.ai/help-center/en/articles/10353002-billing-faq-for-pro-plan-subscribers. Local currency at web checkout: https://www.perplexity.ai/help-center/en/articles/13182759-paying-in-local-currency. Country availability is not stated anywhere we could fetch -> signup and local-card acceptance recorded as unclear. (Three earlier fetch attempts to the help centre returned HTTP 403; the .md endpoint later returned the article in full, which is what is cited.)"
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,NGA,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,KEN,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,ZAF,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,GHA,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,EGY,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,MAR,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,ETH,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
DeepSeek,DeepSeek Chat (web + apps) and DeepSeek API Platform,RWA,unclear,"DeepSeek's Terms of Use and public API docs do not enumerate supported countries or state a restriction for this market; no supported-country list exists to check against, so signup availability is unclear.",unclear,unclear,"No payment methods are documented in DeepSeek's public Terms of Use or API docs. Third-party guides report overseas API top-ups processed via PayPal/Alipay/WeChat Pay (tier-3 sources, not verified, not used as evidence).",unclear,unclear,API is prepaid top-up priced in USD (https://api-docs.deepseek.com/quick_start/pricing); no local-currency billing is documented.,provider_tos,,https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US,tier1_provider_tos,2026-09-21T12:48:21Z,"Consulted and saved: Terms of Use (https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html?locale=en_US) and API pricing/FAQ pages; no country list and no payment-method section -> payment cells left unclear. DeepSeek Chat itself is free to use, which is why free-tier access is not gated by payment."
