bucket,date,source,title,url
infra,Sep 2,National Focus,NITDA DG urges Africa to move from AI policy talks to action on compute,https://nationalfocusng.com/2026/09/02/nitda-dg-urges-africa-to-move-from-ai-policy-talks-to-action/
infra,Sep 2,FurtherAfrica,Cybastion Cameroon investment anchors a $75m AI hub,https://furtherafrica.com/2026/09/02/cybastion-cameroon-investment-anchors-a-75m-ai-hub/
infra,Sep 2,GroundUp,AI data centres could make electricity more expensive,https://groundup.org.za/article/south-africas-data-centre-build-could-deepen-energy-crisis/
infra,Sep 1,TechAfrica News,NITDA DG Urges Nigeria to Prioritise AI Sovereignty at GITEX 2026,https://techafricanews.com/2026/09/01/nitda-dg-urges-nigeria-to-prioritise-ai-sovereignty-at-gitex-2026/
infra,Sep 1,TechCentral,Wiocc lands US$300-million from Saudi and African backers,https://techcentral.co.za/wiocc-300-million-afc-vision-invest/285628/
infra,Sep 1,BusinessDay NG,NSIA bets on 100MW AI data centre to power Nigeria's digital economy,https://businessday.ng/technology/article/nsia-bets-on-100mw-ai-data-centre-to-power-nigerias-digital-economy/
infra,Aug 31,arXiv,Deploying DeepSeek 175B Locally on a Single Consumer-Grade RTX 4060 Laptop with 32GB RAM for 200k-Scale Protein-Ligand Virtual Screening,https://arxiv.org/abs/2608.30877
infra,Aug 31,FurtherAfrica,US-China data centre race heats up across Africa,https://furtherafrica.com/2026/08/31/us-and-china-race-for-africas-next-strategic-infrastructure-data-centres/
infra,Aug 28,ITWeb,SA data centre operators push back amid sustainability probe,https://www.itweb.co.za/article/sa-data-centre-operators-push-back-amid-sustainability-probe/5yONP7EroNQMXWrb
infra,Aug 27,TechAfrica News,MTN Partners UAE Data Centre Platform to Accelerate AI-Ready Infrastructure Across Africa,https://techafricanews.com/2026/08/27/mtn-uae-data-centre-platform-ai-ready-infrastructure-africa/
infra,Aug 27,Bloomberg,"UAE Tycoon Al Ashram, MTN Agree to Build Africa AI Data Centers",https://www.bloomberg.com/news/articles/2026-08-27/uae-tycoon-al-ashram-mtn-agree-to-build-africa-ai-data-centers
infra,Aug 27,TechEconomy,Why Africa's AI Adoption Will Depend on Secure and Reliable Cloud Infrastructure,https://techeconomy.ng/why-africas-ai-adoption-will-depend-on-secure-and-reliable-cloud-infrastructure
infra,Aug 26,TechAfrica News,Cassava AI Factory Ranks 36th Globally on TOP500 Supercomputer List,https://techafricanews.com/2026/08/26/cassava-ai-factory-ranks-36th-top500/
infra,Aug 26,Bloomberg,Huawei AI Data Center Bid in Egypt Spurs US to Mull Counteroffer,https://www.bloomberg.com/news/articles/2026-08-26/huawei-egypt-ai-ascend-chips-test-us-tech-diplomacy-nvidia-amd-microsoft
infra,Aug 26,Nairametrics,"MTN to develop 150MW AI data centres in Nigeria, South Africa with UAE-backed investor",https://nairametrics.com/2026/08/26/mtn-to-develop-150mw-ai-data-centres-in-nigeria-south-africa-with-uae-backed-investor/
infra,Aug 24,iAfrica.com,Nigeria Targets $750m in Cloud and AI Infrastructure Investment Within 24 Months Under New Digital Cloud Policy,https://iafrica.com/nigeria-targets-750m-in-cloud-and-ai-infrastructure-investment-within-24-months-under-new-digital-cloud-policy/
infra,Aug 24,Daily Maverick,Approved in the dark — the hidden environmental toll of SA's data centre boom,https://www.dailymaverick.co.za/article/2026-08-24-approved-in-the-dark-the-hidden-environmental-toll-of-sa-s-data-centre-boom/
infra,Aug 24,ThisDay,The Biggest Threat to Africa's Data Centre Race Is the Grid,https://www.thisdaylive.com/2026/08/24/the-biggest-threat-to-africas-data-centre-race-is-the-grid/
infra,Aug 21,Africa AI News,AMACO plans Kenya data centre; Terra closes $52M Seed round,https://www.africaainews.com/p/amaco-plans-kenya-data-centre-terra
infra,Aug 21,TechAfrica News,NITDA and Budget Office Inaugurate Committee to Drive Nigeria's Sovereign Cloud Initiative,https://techafricanews.com/2026/08/21/nitda-budget-office-inaugurate-committee-nigeria-sovereign-cloud-initiative/
infra,Aug 20,TechAfrica News,Ethio telecom Enters Active Deployment of Africa-Middle East Fibre Corridor,https://techafricanews.com/2026/08/20/ethio-telecom-active-deployment-africa-middle-east-fibre-corridor/
infra,Aug 19,Vanguard,"Nigeria hopes for solid sovereign AI ecosystem, as OADC Analytics Intelligence seal cloud solutions deal",https://www.vanguardngr.com/2026/08/nigeria-hopes-for-solid-sovereign-ai-ecosystem-as-oadc-analytics-intelligence-seal-cloud-solutions-deal/
infra,Aug 19,The Punch (Nigeria),Firms Partner to Boost Africa's AI Computing Capacity,https://punchng.com/firms-partner-to-boost-africas-ai-computing-capacity/
infra,Aug 18,SA Instrumentation & Control,"Africa's Data Centre Evolution: AI, Edge Computing and New Energy Demands",https://www.instrumentation.co.za/regular.aspx?pklregularid=27942
infra,Aug 17,Business Daily Africa,Greek firm Amaco plans Sh194bn AI data centre in Mombasa,https://www.businessdailyafrica.com/bd/corporate/technology/greek-firm-amaco-plans-sh194bn-ai-data-centre-5561498
infra,Aug 17,Nairametrics,"Africa's data centre demand could surge 5x by 2030, require $20 billion",https://nairametrics.com/2026/08/17/africas-data-centre-demand-could-surge-5x-by-2030-require-20-billion/
infra,Aug 14,TechAfrica News,Senegal Moves to Strengthen Critical Infrastructure and Digital Security,https://techafricanews.com/2026/08/14/senegal-moves-to-strengthen-critical-infrastructure-and-digital-security/
infra,Aug 14,TechAfrica News,"BoFiNet Completes P43m Fibre Project, Connects Three Botswana Villages",https://techafricanews.com/2026/08/14/bofinet-completes-p43m-fibre-project-connects-three-botswana-villages/
infra,Aug 14,TechAfrica News,Airtel Africa Launches First Satellite-to-Mobile Service in DRC with Starlink,https://techafricanews.com/2026/08/14/airtel-africa-launches-first-satellite-to-mobile-service-in-drc-with-starlink/
infra,Aug 13,African Newspage,Data Centre Summit Connects Africa's Digital Growth with the Power Systems Needed to Sustain it,https://www.africannewspage.net/2026/08/data-centre-summit-connects-africas-digital-growth-with-the-power-systems-needed-to-sustain-it/
infra,Aug 13,arXiv,"The Embedder's Dilemma: LLMs Are Better, but at What Cost?",https://arxiv.org/abs/2608.12875
infra,Aug 13,arXiv,Reduced Matrix Multiplication: Input-Adaptive Matrix-Product Reduction for LLM Inference,https://arxiv.org/abs/2608.13426
infra,Aug 13,Capacity,"What is driving Kenya's data centre boom, and why does Nairobi matter for East Africa?",https://capacityglobal.com/news/what-is-driving-kenyas-data-centre-boom/
infra,Aug 11,Tech-Connect,"L'Afrique devient le nouveau terrain de jeu des data centers: Microsoft, Google et AWS misent des milliards sur Johannesburg, Lagos et Nairobi",https://www.tech-connect.info/technologies/data-centers-afrique-microsoft-google-aws-souverainete-2026/
infra,Aug 11,TechAfrica News,Algeria Moves to Implement National AI Strategy With Inter-Ministerial Roadmap,https://techafricanews.com/2026/08/11/algeria-moves-to-implement-national-ai-strategy-with-inter-ministerial-roadmap/
infra,Aug 11,Tech Africa,Qua Iboe: Nigeria's only cable landing outside Lagos,https://tech.africa/qua-iboe-cable-landing-akwa-ibom/
infra,Aug 10,tech.africa,"AfPIF 2026: peering forum returns to Kigali, 18-20 August",https://tech.africa/afpif-2026-kigali/
infra,Aug 10,iAfrica,Africa's AI conversation is entering a new phase,https://iafrica.com/africas-ai-conversation-is-entering-a-new-phase/
infra,Aug 10,TechCabal,Nigeria pushes to keep more of its cloud infrastructure local,https://techcabal.com/2026/08/10/nigeria-pushes-local-cloud-as-85-of-workloads-use-public-
infra,Aug 10,TechAfrica News,"Nigeria's Project BRIDGE enters execution phase: 90,000 km of new fibre",https://techafricanews.com/2026/08/10/project-bridge-enters-execution-phase-with-bridge-oa-incorporation/
infra,Aug 9,Thrumos,Africa AI Strategy: From Policy Documents to Competitive Advantage,https://www.thrumos.com/insights/africas-ai-opportunity-turning-national-strategy-into-competitive-advantage
infra,Aug 9,BusinessDay,Africa's AI boom faces infrastructure reality check,https://businessday.ng/technology/article/africas-ai-boom-faces-infrastructure-reality-check/
infra,Aug 7,Intelligent CIO Africa,The gateway to Africa's data centre future,https://www.intelligentcio.com/africa/2026/08/07/the-gateway-to-africas-data-centre-future/
infra,Aug 7,TechAfrica News,Airtel's $150M Kenya Data Centre Now Targets July 2027 Launch,https://techafricanews.com/2026/08/07/airtels-150m-kenya-data-centre-now-targets-july-2027-launch/
infra,Aug 6,TechAfrica News,The Cost of Empty Capacity in Africa's Data Centre Boom,https://techafricanews.com/2026/08/06/the-cost-of-empty-capacity-in-africas-data-centre-boom/
infra,Aug 6,The Economist,An African vision of artificial intelligence,https://www.economist.com/middle-east-and-africa/2026/08/06/an-african-vision-of-artificial-intelligence
infra,Aug 5,Nairametrics,Top 15 African countries with the most data centres in 2026,https://nairametrics.com/2026/08/05/top-15-african-countries-with-the-most-data-centres-in-2026/
infra,Aug 5,Data Center Knowledge,New Data Center Developments: August 2026 — Egypt licenses Hassan Allam data centres with $400M first-phase investment,https://www.datacenterknowledge.com/data-center-construction/new-data-center-developments-august-2026
infra,Aug 4,FurtherAfrica,Equinix Wins Approval for Major Cape Town Data Centre Campus,https://furtherafrica.com/2026/08/04/equinix-wins-approval-for-major-cape-town-data-centre-campus/
infra,Aug 4,TechCabal,97 teams at the Deep Learning Indaba take on Africa's language-mixing problem,https://techcabal.com/2026/08/04/97-teams-at-the-deep-learning-indaba-take-on-africas-language-mixing-problem/
infra,Aug 3,IT News Africa,South Africa's economy depends on what lies beneath the ocean,https://www.itnewsafrica.com/2026/08/south-africas-economy-depends-on-what-lies-beneath-the-ocean/
infra,Aug 1,Nairametrics,Nigeria's AI boom depends on one thing government hasn't fixed,https://nairametrics.com/2026/08/01/nigerias-ai-boom-depends-on-one-thing-government-hasnt-fixed/
infra,Jul 31,Africa AI News,GSMA leads launch of pan-African AI language initiative,https://www.africaainews.com/p/gsma-leads-launch-of-pan-african
infra,Jul 31,Mondaq,AI Infrastructure Becomes Africa's Next Strategic Investment Battleground,https://www.mondaq.com/southafrica/technology/1825004/ai-infrastructure-becomes-africas-next-strategic-investment-battleground
infra,Jul 31,AllAfrica,Why Africa's Next Growth Story Will Be Built On Intelligence Infrastructure,https://allafrica.com/stories/202607310233.html
infra,Jul 29,Businessday NG,Investors pour into Africa's digital backbone as data centre projects near 900 MW,https://businessday.ng/technology/article/investors-pour-into-africas-digital-backbone-as-data-centre-projects-near-900-mw/
infra,Jul 29,VIF India,The Digital Pivot: How South Africa is Positioning Itself as Africa's AI Hub,https://www.vifindia.org/article/2026/july/29/The-Digital-Pivot-How-South-Africa-is-Positioning-Itself-as-Africa-s-AI-Hub
infra,Jul 28,WHTop,Africa's First NVIDIA RTX PRO GPU Servers Have Landed,https://www.whtop.com/news/35472-africas-first-nvidia-rtx-pro-gpu-servers-have-landed
infra,Jul 28,arXiv,"Every Time I Hire a Linguist, Inference Costs Go Down: Linguistic Rules as Effective Prompt Compressors",https://arxiv.org/abs/2607.25335
infra,Jul 27,TechAfrica News,Nigeria Welcomes IMF Recognition as One of Africa's Leading AI Economies,https://techafricanews.com/2026/07/27/nigeria-welcomes-imf-recognition-as-one-of-africas-leading-ai-economies/
infra,Jul 27,The Star Kenya,Kenya emerges as regional data hub as report warns Africa risks missing on AI boom,https://www.the-star.co.ke/business/2026-07-27-kenya-emerges-as-regional-data-hub-as-report-warns-africa-risks-missing-on-ai-boom/
infra,Jul 25,Sunday Times,Africa risks falling behind in the AI race (BCG Report),https://www.sundaytimes.timeslive.co.za/business/news/2026-07-25-africa-risks-falling-behind-in-the-ai-race/
infra,Jul 24,Africa AI News,Kenya shares draft AI policy; Côte d'Ivoire approves $170M data centre,https://www.africaainews.com/p/kenya-shares-draft-ai-policy-cote
infra,Jul 24,Nigerian Observer,Why Africa's Data Center Boom Comes With Big Environmental Questions,https://nigerianobservernews.com/2026/07/why-africas-data-center-boom-comes-with-big-environmental-questions/
infra,Jul 24,iAfrica,Cape Town Approves Two Hyperscale Data Centres Totalling ~174MW — Among Africa's Largest New Grid Loads,https://iafrica.com/cape-town-approves-two-hyperscale-data-centres-totalling-174mw-among-africas-largest-new-grid-loads/
infra,Jul 23,TechCabal,IMF Says Africa Has to Keep Lights On Before It Can Bet on AI,https://techcabal.com/2026/07/23/imf-says-africa-has-lights-before-ai/
infra,Jul 23,World Economic Forum,Are Africas power grids ready for the AI data centre boom?,https://www.weforum.org/stories/2026/07/africa-power-grids-ai-data-centre-boom/
infra,Jul 22,Semafor,Africa's data center growth needs power sector overhaul,https://www.semafor.com/article/07/22/2026/africas-data-center-growth-rests-on-power-sector-overhaul
infra,Jul 22,African Business,How AI is rewiring South Africa,https://african.business/2026/07/how-ai-is-rewiring-south-africa/
infra,Jul 22,CNBC Africa,South Africas data centre gold rush risks resource crunch,https://www.cnbcafrica.com/2026/south-africas-data-centre-gold-rush-risks-resource-crunch/
infra,Jul 22,tech.africa,"AFR-IX lights up Raxio data centres in Angola, Mozambique",https://tech.africa/afr-ix-raxio-angola-mozambique/
infra,Jul 21,Intelligent CIO Africa,Somalia opens its first National AI Centre at Somali National University,https://www.intelligentcio.com/africa/2026/07/21/somali-national-university-launches-countrys-first-national-ai-centre/
infra,Jul 21,Ubuntu Times,"Global Tech Giants Bet Big on South Africa Digital Future — Google, AWS, Microsoft announce landmark cloud investments",https://www.ubuntutimes.co.za/global-tech-giants-bet-big-on-south-africa-digital-future/
infra,Jul 20,Developing Telecoms,Côte d'Ivoire approves $170M sovereign data centre and digital infrastructure project,https://developingtelecoms.com/telecom-business/telecom-investment-mergers/20549-cote-divoire-approves-starlink-service-data-centre-project-and-more-after-us-state-visit.html
infra,Jul 20,TechTrendsKE,Cassava Technologies wins Africa's first Microsoft Azure ExpressRoute Metro peering site,https://techtrendske.co.ke/2026/07/20/cassava-gets-africas-first-microsoft-azure-expressroute-metro-designation/
infra,Jul 20,Prospect Intel,Google’s $1B Milestone Signals Africa’s New Digital Infrastructure Race,https://prospect-intel.com/googles-1b-milestone-signals-africas-new-digital-infrastructure-race/
infra,Jul 20,Africa Is a Country,The stories shaping Africa's AI future,https://africasacountry.com/2026/07/the-stories-shaping-africas-ai-future
infra,Jul 17,iAfrica.com,"Kenya and France Push Africa Forward AI Clusters Across Six Countries, With €1.9M Dedicated to African LLMs",https://iafrica.com/kenya-and-france-push-africa-forward-ai-clusters-across-six-countries-with-e1-9m-dedicated-to-african-llms/
infra,Jul 17,Agence Ecofin,World Bank recommends single-window policy to attract hyperscale cloud to Africa,https://www.agenceecofin.com/actualites-numerique/1707-140291-cloud-en-afrique-la-banque-mondiale-recommande-un-guichet-unique-pour-attirer-les-hyperscalers
infra,Jul 17,Engineering News,"Via Africa submarine cable system, Europe to Africa",https://www.engineeringnews.co.za/article/via-africa-submarine-cable-system-europe-to-africa-2026-07-17
infra,Jul 16,iAfrica.com,Djibouti Presses National AI Strategy Talks With ITU and Smart Africa at WSIS 2026,https://iafrica.com/djibouti-presses-national-ai-strategy-talks-with-itu-and-smart-africa-at-wsis-2026/
infra,Jul 16,TechBooky,"Africa's AI Talent Race Is Heating Up, But Compute And Capital Still Lag",https://www.techbooky.com/africa-ai-talent-race-compute-capital-gap/
infra,Jul 15,GlobeNewswire,Africa Data Center Construction Market 2026-2031: Nigeria Leverages Solar and Wind Energy,https://www.globenewswire.com/news-release/2026/07/15/3327874/0/en/africa-data-center-construction-market-2026-2031-nigeria-leverages-solar-and-wind-energy-in-data-centers-to-cut-carbon-footprint.html
infra,Jul 15,Rebecca Mbaya / Substack,Let's Talk About Africa and AI Compute,https://reamby.substack.com/p/lets-talk-about-africa-and-ai-compute
infra,Jul 15,DFA,Why South Africa's Data Centre Boom Is Good News for AI,https://dfafrica.co.za/newsroom/feature/2026-07-15/why-south-africas-data-centre-boom-is-good-news-for-ai/
infra,Jul 15,TechAfrica News,WATRA Calls for Stronger Regional Cooperation on Submarine Cable Resilience,https://techafricanews.com/2026/07/15/watra-calls-for-stronger-regional-cooperation-on-submarine-cable-resilience/
infra,Jul 15,Mining Weekly,Africa's AI advantage will be built in production,https://www.miningweekly.com/article/africas-ai-advantage-will-be-built-in-production-2026-07-15
infra,Jul 14,TechAfrica News,Raxio Secures Over US$380 Million to Accelerate Africa Data Centre Expansion,https://www.techafricanews.com/2026/07/14/raxio-secures-over-us380-million-to-accelerate-africa-data-centre-expansion/
infra,Jul 14,TechAfrica News,Raxio secures over US$380M to accelerate African data centre expansion,https://techafricanews.com/2026/07/14/raxio-secures-over-us380-million-to-accelerate-africa-data-centre-expansion/
infra,Jul 13,arXiv,Inference Economics of Enterprise Coding Agents: Cloud vs. On-Premise LLMs,https://arxiv.org/abs/2607.13080
infra,Jul 13,WeeTracker,African Governments Draw New Line In The 'Cloud' In Data Sovereignty Push,https://weetracker.com/2026/07/13/africa-data-sovereignty-local-infrastructure/
infra,Jul 13,Yahoo Finance UK,Africa's US$3.6+ Billion Data Center Market 2026-2031: Analysis of Substantial Growth Prospects and Strategic Initiatives,https://uk.finance.yahoo.com/news/africas-us-3-6-billion-080900699.html
infra,Jul 12,ICO Optics,Africa's Fiber Optic Paradox: 77 Submarine Cables Yet Underconnected,https://www.ico-optics.org/africas-fiber-optic-paradox-77-submarine-cables-yet-underconnected/
infra,Jul 9,TechAfrica News,HUMAIN and Cohere Launch Strategic Sovereign AI Compute Collaboration,https://techafricanews.com/2026/07/09/humain-and-cohere-launch-strategic-sovereign-ai-compute-collaboration/
infra,Jul 9,TechCentral,"Africa’s data centre evolution: AI, edge computing and new energy demands",https://techcentral.co.za/africas-data-centres-ai-edge-computing-and-new-energy-demands/283580/
infra,Jul 8,ITWeb Africa,Gabon launches sovereign data centre,https://itweb.africa/article/gabon-launches-sovereign-data-centre/xnklOvz14JDq4Ymz
infra,Jul 6,Tech In Africa,Google announces first African cloud region in Nairobi — target 2028,https://www.techinafrica.com/google-unveils-major-ai-and-cloud-expansion-across-africa/
infra,Jul 2,Capacity Media,Africa's digital infrastructure ambition has a power problem,https://capacityglobal.com/news/africas-digital-infrastructure-ambition-power/
infra,Jun 24,arXiv (Hung et al.),Financing Artificial Intelligence Infrastructure: Mapping AI Infrastructure Investment and Compute Governance Across Africa,https://arxiv.org/abs/2606.28404
infra,May 25,African Union Commission,Africa Declares AI a Strategic Priority,https://au.int/en/pressreleases/20250517/africa-declares-ai-strategic-priority-investment-inclusion-and-innovation
infra,May 22,Silicon Canals,"Africa's $60B AI sovereignty plan runs through 12,000 Nvidia GPUs and Big Tech",https://siliconcanals.com/sc-d-africas-60b-ai-sovereignty-plan-runs-directly-through-12-000-nvidia-gpus-and-microsoft-data-centres-and-the-contradiction-is-exactly-the-point-everyone-keeps-missing/
infra,May 11,Africa Renewal (UN),Africa pushes for data sovereignty and digital independence,https://africarenewal.un.org/en/magazine/africa-pushes-data-sovereignty-and-digital-independence
infra,Apr 21,African Elements,The hidden fight for AI sovereign infrastructure in Africa,https://www.africanelements.org/news/the-hidden-fight-for-ai-sovereign-infrastructure-in-africa/
infra,Mar 28,African Data Centres Association,"Data Centres in Africa 2026: The Economic Report — 0.6% of global capacity, 360 MW active",https://africadca.org/en/data-centres-in-africa-2026-the-economic-report
infra,Mar 25,UNESCO,Zimbabwe launches National Artificial Intelligence Strategy 2026-2030,https://www.unesco.org/en/articles/zimbabwe-launches-national-artificial-intelligence-strategy
infra,2025,GSMA,Africa's Compute Capacity for AI,https://www.gsma.com/solutions-and-impact/connectivity-for-good/mobile-for-development/blog/bridging-the-new-digital-divide-how-africa-can-boost-its-compute-capacity-for-ai/
infra,2025,World Bank,World Bank Digital Progress & Trends Report 2025: AI Foundations,https://www.worldbank.org/en/publication/dptr2025-ai-foundations
infra,2025,The Conversation,5 Issues That Must Be Tackled for Digital Equality,https://theconversation.com/ai-in-africa-5-issues-that-must-be-tackled-for-digital-equality-265611
